"R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.Qvalue","PG.Log2Quantity","PG.Quantity"
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HGSNAT","Homo sapiens","Q68CP4","Heparan-alpha-glucosaminide N-acetyltransferase","HGNAT_HUMAN","3.80%",FALSE,2,0,8.849818352,461.3821411
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RFFL","Homo sapiens","Q8WZ73","E3 ubiquitin-protein ligase rififylin","RFFL_HUMAN","10.20%",FALSE,2,0,6.440418813,86.84788513
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RNF185","Homo sapiens","Q96GF1","E3 ubiquitin-protein ligase RNF185","RN185_HUMAN","7.30%",FALSE,2,0,8.545469689,373.6308289
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF462","Homo sapiens","Q96JM2","Zinc finger protein 462","ZN462_HUMAN","2%",FALSE,2,0.000374719,5.642105914,49.93937683
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALKBH7","Homo sapiens","Q9BT30","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN","14%",FALSE,2,0,7.884415841,236.2901764
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","POLK","Homo sapiens","Q9UBT6","DNA polymerase kappa","POLK_HUMAN","4.10%",FALSE,2,0,4.387495957,20.92993546
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_1",8167,1,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ACAD8","Homo sapiens","Q9UKU7","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN","5.50%",FALSE,2,0,7.153264568,142.3466339
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ELOF1","Homo sapiens","A0A024R7E8;K7EMV4;K7EN05;K7EPC8;K7EQ44;P60002","Transcription elongation factor 1 homolog","A0A024R7E8_HUMAN;K7EMV4_HUMAN;K7EN05_HUMAN;K7EPC8_HUMAN;K7EQ44_HUMAN;ELOF1_HUMAN","17.3%;15%;23.7%;20%;15.8%;21.7%",TRUE,1,0,11.25969801,2451.923096
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NUDT4B;NUDT4","Homo sapiens","A0A024RBG1;Q9NZJ9","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2","NUD4B_HUMAN;NUDT4_HUMAN","29.8%;30%",FALSE,4,0,10.53735859,1486.144409
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NOSIP","Homo sapiens","A0A075B6F9","Nitric oxide synthase-interacting protein","A0A075B6F9_HUMAN","7.90%",TRUE,1,0,6.45158819,87.52287292
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PPIAL4E;PPIAL4F;PPIAL4D;PPIAL4F","Homo sapiens","A0A075B759;A0A0H2UH34;F5H284;P0DN26","Peptidyl-prolyl cis-trans isomerase A-like 4E;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A-like 4D;Peptidyl-prolyl cis-trans isomerase A-like 4F","PAL4E_HUMAN;A0A0H2UH34_HUMAN;PAL4D_HUMAN;PAL4F_HUMAN","0%;0%;0%;0%",TRUE,0,0.738363141,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","IKBKE","Homo sapiens","A0A075B7B4;Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","A0A075B7B4_HUMAN;IKKE_HUMAN","0%;0%",TRUE,0,0.321037601,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PSG7;PSG7;PSG6;PSG5;PSG5;PSG6;PSG5;PSG6;PSG7;PSG5","Homo sapiens","A0A087WT09;A0A096LNM5;B5MCE1;E7EQY3;E9PC55;M0QZA7;M0R1G9;Q00889;Q13046;Q15238","Putative pregnancy-specific beta-1-glycoprotein 7;Putative pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6 (Fragment);Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 5","A0A087WT09_HUMAN;A0A096LNM5_HUMAN;B5MCE1_HUMAN;E7EQY3_HUMAN;E9PC55_HUMAN;M0QZA7_HUMAN;M0R1G9_HUMAN;PSG6_HUMAN;PSG7_HUMAN;PSG5_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.652998341,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HTD2","Homo sapiens","A0A087WTC8;P86397","Hydroxyacyl-thioester dehydratase type 2, mitochondrial (Fragment);Hydroxyacyl-thioester dehydratase type 2, mitochondrial","A0A087WTC8_HUMAN;HTD2_HUMAN","36.8%;16.7%",TRUE,1,0,9.483752563,715.9686279
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BCL2L13","Homo sapiens","A0A087WTL4","Bcl-2-like protein 13","A0A087WTL4_HUMAN","2.80%",TRUE,1,0,11.68318064,3288.424072
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","KCNIP1","Homo sapiens","A0A087WTU8;A0A0A0MS16;A0A1B0GTZ7;Q9NZI2","Kv channel-interacting protein 1","A0A087WTU8_HUMAN;A0A0A0MS16_HUMAN;A0A1B0GTZ7_HUMAN;KCIP1_HUMAN","0%;0%;0%;0%",TRUE,0,0.031887909,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALMS1","Homo sapiens","A0A087WTU9;A0A087WV20;A0A804HIB7;A0A804HJA5;A0A804HJW3;A0A804HKC0;A0A804HKP4;A0A804HL70;Q8TCU4","Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1;Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1 (Fragment);Centrosome-associated protein ALMS1","A0A087WTU9_HUMAN;A0A087WV20_HUMAN;A0A804HIB7_HUMAN;A0A804HJA5_HUMAN;A0A804HJW3_HUMAN;A0A804HKC0_HUMAN;A0A804HKP4_HUMAN;A0A804HL70_HUMAN;ALMS1_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.124715739,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HNRNPDL","Homo sapiens","A0A087WU03","Heterogeneous nuclear ribonucleoprotein D-like","A0A087WU03_HUMAN","31.60%",TRUE,1,0,12.81597679,7210.96582
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PTBP1","Homo sapiens","A0A087WU68","Polypyrimidine tract-binding protein 1 (Fragment)","A0A087WU68_HUMAN","22.90%",TRUE,1,0,9.743099814,856.9693604
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NBDY","Homo sapiens","A0A0U1RRE5","Negative regulator of P-body association","NBDY_HUMAN","39.70%",FALSE,1,0,9.537695573,743.2457886
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AHRR","Homo sapiens","A0A7I2PK40;A9YTQ3;D6RE68","Aryl hydrocarbon receptor repressor","A0A7I2PK40_HUMAN;AHRR_HUMAN;D6RE68_HUMAN","2.6%;2.6%;3.2%",FALSE,1,0,10.48954849,1437.701538
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP5K1C","Homo sapiens","A0A7P0T808;O60331","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","A0A7P0T808_HUMAN;PI51C_HUMAN","2.7%;2.8%",FALSE,1,0,10.45678078,1405.415283
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYLK","Homo sapiens","A0A8I5KU53;Q15746","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle","A0A8I5KU53_HUMAN;MYLK_HUMAN","1.9%;1.9%",FALSE,2,0.000374719,10.51398005,1462.255859
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF840P","Homo sapiens","A6NDX5","Putative zinc finger protein 840","ZN840_HUMAN","3.10%",FALSE,2,0,8.347620963,325.7499084
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CCDC85C","Homo sapiens","A6NKD9","Coiled-coil domain-containing protein 85C","CC85C_HUMAN","10.50%",FALSE,2,0,8.456284847,351.2330627
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TMCO5B","Homo sapiens","A8MYB1","Transmembrane and coiled-coil domain-containing protein 5B","TMC5B_HUMAN","2.30%",FALSE,1,0,8.853145145,462.4472961
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","AZGP1","Homo sapiens","C9JEV0;P25311","Zinc-alpha-2-glycoprotein","C9JEV0_HUMAN;ZA2G_HUMAN","16.3%;12.4%",FALSE,2,0,7.992943089,254.7508392
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","USP4","Homo sapiens","C9JNU9","Ubiquitin carboxyl-terminal hydrolase 4","C9JNU9_HUMAN","9.90%",FALSE,2,0.000252048,8.269956328,308.6774597
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"20230525_jclcleaned_MQcontaminants","ALB","","CON__P02769","Bovine serum albumin","ALBU_BOVIN","70.50%",FALSE,50,0,16.74828039,110086.6797
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"20230525_jclcleaned_MQcontaminants","CYCS","","CON__P62894","Cytochrome c","CYC_BOVIN","59%",FALSE,9,0,12.71448922,6721.135254
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"20230525_jclcleaned_MQcontaminants","TF","","CON__Q0IIK2","Serotransferrin (UP merge to Q29443)","TRFE_BOVIN","77.10%",FALSE,57,0,13.61215241,12521.7832
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"20230525_jclcleaned_MQcontaminants","KRT16","","CON__Q3ZAW8;CON__Q9Z2K1","Keratin intermediate filament 16a;Keratin, type I cytoskeletal 16","KRT16_MOUSE","3.4%;3.4%",FALSE,1,0,11.65539184,3225.689453
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BRDT","Homo sapiens","F8W0H2","Bromodomain testis-specific protein (Fragment)","F8W0H2_HUMAN","41.30%",FALSE,2,0,9.187082898,582.8912354
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","BMAL2","Homo sapiens","H0Y5R1;Q8WYA1","Basic helix-loop-helix ARNT-like 2 (Fragment);Basic helix-loop-helix ARNT-like protein 2","H0Y5R1_HUMAN;BMAL2_HUMAN","3.7%;3.5%",FALSE,1,0,10.36500786,1318.797974
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DEF6","Homo sapiens","H0Y7V7;Q9H4E7","Differentially-expressed in FDCP 6 homolog;Differentially expressed in FDCP 6 homolog","H0Y7V7_HUMAN;DEFI6_HUMAN","3.4%;3.2%",FALSE,2,0.001485516,9.054497505,531.7106323
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","MYOF","Homo sapiens","H0YD14","Myoferlin (Fragment)","H0YD14_HUMAN","2%",FALSE,2,0,10.12867185,1119.525635
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ATXN2L","Homo sapiens","H3BUF6","Ataxin-2-like protein","H3BUF6_HUMAN","4.30%",FALSE,2,0,8.16549972,287.1179504
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640",";TATDN2","Homo sapiens","H7C1W4;Q93075","Deoxyribonuclease TATDN2 (Fragment);Putative deoxyribonuclease TATDN2","H7C1W4_HUMAN;TATD2_HUMAN","5.9%;5.1%",FALSE,2,0.000374719,6.694637596,103.5825806
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","FARP2","Homo sapiens","H7C3M7","FERM, ARHGEF and pleckstrin domain-containing protein 2 (Fragment)","H7C3M7_HUMAN","6.20%",FALSE,2,0.00356967,9.730023107,849.2368164
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TECPR2","Homo sapiens","O15040","Tectonin beta-propeller repeat-containing protein 2","TCPR2_HUMAN","1.60%",FALSE,2,0,14.60457415,24912.36133
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TLR3","Homo sapiens","O15455","Toll-like receptor 3","TLR3_HUMAN","2.70%",FALSE,2,0,7.13595848,140.649292
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LRIG2","Homo sapiens","O94898","Leucine-rich repeats and immunoglobulin-like domains protein 2","LRIG2_HUMAN","2.40%",FALSE,2,0.003812569,8.501087732,362.3117371
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RAB3D","Homo sapiens","O95716","Ras-related protein Rab-3D","RAB3D_HUMAN","40.60%",FALSE,7,0,10.29986493,1260.573853
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","ADH1","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)","P00330","Alcohol dehydrogenase 1","ADH1_YEAST","43.60%",FALSE,17,0,14.00532917,16444.63281
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","LYZ","Gallus gallus","P00698","Lysozyme C","LYSC_CHICK","33.30%",FALSE,6,0,12.92880262,7797.536133
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230503_Pierce88342_6Mix_Uniprotsequences","lacZ","Escherichia coli (strain K12)","P00722","Beta-galactosidase","BGAL_ECOLI","46.70%",FALSE,40,0,13.84712685,14736.70996
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CSTA","Homo sapiens","P01040","Cystatin-A","CYTA_HUMAN","42.90%",FALSE,3,0,9.743997277,857.5026245
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PRKCB","Homo sapiens","P05771","Protein kinase C beta type","KPCB_HUMAN","2.40%",FALSE,1,0,9.623956709,789.0411377
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","LPL","Homo sapiens","P06858","Lipoprotein lipase","LIPL_HUMAN","7.60%",FALSE,2,0,8.497644899,361.4481506
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PIP","Homo sapiens","P12273","Prolactin-inducible protein","PIP_HUMAN","21.20%",FALSE,2,0,7.484645913,179.1030273
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","C6","Homo sapiens","P13671","Complement component C6","CO6_HUMAN","4.50%",FALSE,2,0,7.382745913,166.8890991
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","GLB1","Homo sapiens","P16278","Beta-galactosidase","BGAL_HUMAN","28.10%",FALSE,16,0,11.78545416,3530.00415
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","TARS1","Homo sapiens","P26639","Threonine--tRNA ligase 1, cytoplasmic","SYTC_HUMAN","62.80%",FALSE,42,0,14.68558356,26351.24609
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","CASP14","Homo sapiens","P31944","Caspase-14","CASPE_HUMAN","40.10%",FALSE,7,0,7.699266055,207.8308563
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DCAF6","Homo sapiens","Q58WW2","DDB1- and CUL4-associated factor 6","DCAF6_HUMAN","4.10%",FALSE,2,0,7.371962578,165.646347
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","DALRD3","Homo sapiens","Q5D0E6","DALR anticodon-binding domain-containing protein 3","DALD3_HUMAN","7%",FALSE,2,0,8.051031326,265.2173462
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","HGSNAT","Homo sapiens","Q68CP4","Heparan-alpha-glucosaminide N-acetyltransferase","HGNAT_HUMAN","3.80%",FALSE,2,0,10.21061799,1184.956177
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RFFL","Homo sapiens","Q8WZ73","E3 ubiquitin-protein ligase rififylin","RFFL_HUMAN","10.20%",FALSE,2,0,6.553275741,93.91448212
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","RNF185","Homo sapiens","Q96GF1","E3 ubiquitin-protein ligase RNF185","RN185_HUMAN","7.30%",FALSE,2,0,9.585342991,768.2025757
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ZNF462","Homo sapiens","Q96JM2","Zinc finger protein 462","ZN462_HUMAN","2%",FALSE,3,0.000374719,8.934897352,489.4091797
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ALKBH7","Homo sapiens","Q9BT30","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN","14%",FALSE,2,0,7.199104517,146.9421539
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","POLK","Homo sapiens","Q9UBT6","DNA polymerase kappa","POLK_HUMAN","4.10%",FALSE,2,0,6.466231211,88.41573334
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_2",8168,2,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ACAD8","Homo sapiens","Q9UKU7","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN","5.50%",FALSE,2,0,6.666879417,101.6086502
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","ELOF1","Homo sapiens","A0A024R7E8;K7EMV4;K7EN05;K7EPC8;K7EQ44;P60002","Transcription elongation factor 1 homolog","A0A024R7E8_HUMAN;K7EMV4_HUMAN;K7EN05_HUMAN;K7EPC8_HUMAN;K7EQ44_HUMAN;ELOF1_HUMAN","17.3%;15%;23.7%;20%;15.8%;21.7%",TRUE,1,0,11.32360017,2562.96875
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NUDT4B;NUDT4","Homo sapiens","A0A024RBG1;Q9NZJ9","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B;Diphosphoinositol polyphosphate phosphohydrolase 2","NUD4B_HUMAN;NUDT4_HUMAN","29.8%;30%",FALSE,4,0,10.52018032,1468.553711
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","NOSIP","Homo sapiens","A0A075B6F9","Nitric oxide synthase-interacting protein","A0A075B6F9_HUMAN","7.90%",TRUE,1,0,7.207420866,147.7916412
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PPIAL4E;PPIAL4F;PPIAL4D;PPIAL4F","Homo sapiens","A0A075B759;A0A0H2UH34;F5H284;P0DN26","Peptidyl-prolyl cis-trans isomerase A-like 4E;Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A-like 4D;Peptidyl-prolyl cis-trans isomerase A-like 4F","PAL4E_HUMAN;A0A0H2UH34_HUMAN;PAL4D_HUMAN;PAL4F_HUMAN","0%;0%;0%;0%",TRUE,0,0.738363141,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","IKBKE","Homo sapiens","A0A075B7B4;Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","A0A075B7B4_HUMAN;IKKE_HUMAN","0%;0%",TRUE,0,0.321037601,NA,NA
"50pmol","20231201_jcl_6mix_50pmol_200ngHeLa_optDIA_60min_Wat25cmBEH_3",8160,3,"jlb20230123_HomoSapiens_UniprotRefProteome_UP000005640","PSG7;PSG7;PSG6;PSG5;PSG5;PSG6;PSG5;PSG6;PSG7;PSG5","Homo sapiens","A0A087WT09;A0A096LNM5;B5MCE1;E7EQY3;E9PC55;M0QZA7;M0R1G9;Q00889;Q13046;Q15238","Putative pregnancy-specific beta-1-glycoprotein 7;Putative pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6 (Fragment);Pregnancy-specific beta-1-glycoprotein 5;Pregnancy-specific beta-1-glycoprotein 6;Pregnancy-specific beta-1-glycoprotein 7;Pregnancy-specific beta-1-glycoprotein 5","A0A087WT09_HUMAN;A0A096LNM5_HUMAN;B5MCE1_HUMAN;E7EQY3_HUMAN;E9PC55_HUMAN;M0QZA7_HUMAN;M0R1G9_HUMAN;PSG6_HUMAN;PSG7_HUMAN;PSG5_HUMAN","0%;0%;0%;0%;0%;0%;0%;0%;0%;0%",TRUE,0,0.652998341,NA,NA
