"","R.Condition","R.FileName","R.ProteinGroupsIdentified","R.Replicate","PG.FastaFiles","PG.Genes","PG.Organisms","PG.ProteinAccessions","PG.ProteinDescriptions","PG.ProteinNames","PG.Coverage","PG.Cscore..Run.Wise.","PG.IsSingleHit","PG.NrOfStrippedSequencesIdentified","PG.PEP..Run.Wise.","PG.QValue..Run.Wise.","PG.RunEvidenceCount","PG.MS1Quantity","PG.MS2Quantity","PG.Quantity"
"835","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";MYCBP","Homo sapiens","A0A087WV05;Q99417","c-Myc-binding protein","A0A087WV05_HUMAN;MYCBP_HUMAN","60.9%;65%",47.397003,"False",6,6.93284110675485e-11,6.32390302270473e-17,7,676.148010253906,343.248077392578,676.148010253906
"836","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ARK2N","Homo sapiens","A0A087WVF1;K7EQH1;Q96B23","Arkadia (RNF111) N-terminal like PKA signaling regulator 2N;Arkadia (RNF111) N-terminal like PKA signaling regulator 2N (Fragment);Protein ARK2N","A0A087WVF1_HUMAN;K7EQH1_HUMAN;ARK2N_HUMAN","6.9%;13%;4.7%",33.336098,"False",1,0.00320589891634881,0.000129495153457647,1,200.281173706055,28.3649215698242,200.281173706055
"837","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MUC1","Homo sapiens","A0A087WVJ0;A0A087X0L2;A0A0A0MRB3;A0A0A0MSH4;A0A0C4DGW3;B1AVQ7;P15941","Mucin-1 (Fragment);Mucin 1, cell surface associated;Mucin-1;Mucin-1;Mucin-1;Mucin-1;Mucin-1","A0A087WVJ0_HUMAN;A0A087X0L2_HUMAN;A0A0A0MRB3_HUMAN;A0A0A0MSH4_HUMAN;A0A0C4DGW3_HUMAN;B1AVQ7_HUMAN;MUC1_HUMAN","7.5%;7.1%;7.1%;6.3%;3.6%;7.4%;1.4%",18.213299,"True",1,0.134512826800346,0.00483165191340473,1,635.891906738281,175.601165771484,635.891906738281
"838","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FMR1","Homo sapiens","A0A087WVL8;A0A087WXI3;A0A087WY29;A0A8I5KS01;A0A8I5KT56;A0A8I5KTZ9;A0A8I5KUC2;A0A8I5KWH0;A0A8I5KZ21;A8MQB8;G3V0J0;Q06787","Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X messenger ribonucleoprotein 1;Fragile X mental retardation 1, isoform CRA_e;Fragile X messenger ribonucleoprotein 1","A0A087WVL8_HUMAN;A0A087WXI3_HUMAN;A0A087WY29_HUMAN;A0A8I5KS01_HUMAN;A0A8I5KT56_HUMAN;A0A8I5KTZ9_HUMAN;A0A8I5KUC2_HUMAN;A0A8I5KWH0_HUMAN;A0A8I5KZ21_HUMAN;A8MQB8_HUMAN;G3V0J0_HUMAN;FMR1_HUMAN","7.3%;7.5%;7.1%;6.7%;7%;7.2%;7.9%;7%;6.8%;6.9%;6.8%;6.3%",33.16981,"False",4,0.00339609407819808,0.000140037383628265,4,621.706359863281,490.392944335938,621.706359863281
"839","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MTHFD1L","Homo sapiens","A0A087WVM4;B7ZM99;Q6UB35","formate--tetrahydrofolate ligase;formate--tetrahydrofolate ligase;Monofunctional C1-tetrahydrofolate synthase, mitochondrial","A0A087WVM4_HUMAN;B7ZM99_HUMAN;C1TM_HUMAN","2.8%;2.7%;2.7%",31.965546,"False",2,0.00518898852169514,0.000229933262216555,2,177.933227539062,107.542877197266,177.933227539062
"840","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SMTN","Homo sapiens","A0A087WVP4","Smoothelin","A0A087WVP4_HUMAN","3.9%",24.676228,"False",2,0.0302430670708418,0.00190083552161274,2,413.852081298828,111.731788635254,413.852081298828
"841","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CLTC","Homo sapiens","A0A087WVQ6;A0A8V8TQ14;A0A8V8TQ18;A0A8V8TQK7;A0A8V8TR47;A0A8V8TRF0;A0AAQ5BHU5;K7EJJ5;Q00610","Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain;Clathrin heavy chain 1","A0A087WVQ6_HUMAN;A0A8V8TQ14_HUMAN;A0A8V8TQ18_HUMAN;A0A8V8TQK7_HUMAN;A0A8V8TR47_HUMAN;A0A8V8TRF0_HUMAN;A0AAQ5BHU5_HUMAN;K7EJJ5_HUMAN;CLH1_HUMAN","66.3%;66.3%;64.7%;67.3%;66.3%;66.5%;66.8%;66.2%;66.5%",54.02958,"False",83,4.35432796172558e-18,1.79183639288519e-30,215,9160.6328125,5010.79931640625,9160.6328125
"842","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","EEF1A1;EEF1A1;EEF1A1;EEF1A1P5","Homo sapiens","A0A087WVQ9;A0A7I2V659;P68104;Q5VTE0","Elongation factor 1-alpha;Elongation factor 1-alpha;Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3","A0A087WVQ9_HUMAN;A0A7I2V659_HUMAN;EF1A1_HUMAN;EF1A3_HUMAN","43.6%;43.6%;43.3%;43.3%",49.359608,"False",16,7.78545034430672e-13,1.77918450615491e-20,29,1286.57678222656,758.385864257812,1286.57678222656
"843","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MPC1","Homo sapiens","A0A087WVZ0;Q9Y5U8","Mitochondrial pyruvate carrier;Mitochondrial pyruvate carrier 1","A0A087WVZ0_HUMAN;MPC1_HUMAN","8.3%;8.3%",35.47429,"False",1,0.0013328924542293,3.60503128956891e-05,1,430.346557617188,307.970001220703,430.346557617188
"844","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SH3GLB1","Homo sapiens","A0A087WW40;A0A994J549;Q9Y371","Endophilin-B1","A0A087WW40_HUMAN;A0A994J549_HUMAN;SHLB1_HUMAN","38.1%;39.7%;41.1%",51.69077,"False",12,2.3656660364088e-15,3.54423106039153e-25,19,1008.90191650391,652.1455078125,1008.90191650391
"845","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CHMP2B","Homo sapiens","A0A087WW88;C9J0A7;Q9UQN3","Charged multivesicular body protein 2B;Charged multivesicular body protein 2B;Charged multivesicular body protein 2b","A0A087WW88_HUMAN;C9J0A7_HUMAN;CHM2B_HUMAN","4.4%;5.5%;4.7%",31.105175,"False",1,0.00716091878712177,0.000308527235742914,1,277.137969970703,182.934204101562,277.137969970703
"846","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","KIF1B","Homo sapiens","A0A087WWA3;A0A8Q3WLB2;A0A8Q3WLB3;A0A8Q3WM94;O60333;Q4R9M9","Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin family member 1B;Kinesin-like protein KIF1B;Kinesin family member 1B","A0A087WWA3_HUMAN;A0A8Q3WLB2_HUMAN;A0A8Q3WLB3_HUMAN;A0A8Q3WM94_HUMAN;KIF1B_HUMAN;Q4R9M9_HUMAN","5.5%;5.3%;5.5%;5.5%;5.4%;5.4%",43.21724,"False",7,2.48840677841144e-07,7.48542328985774e-11,7,593.083068847656,173.730834960938,593.083068847656
"847","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","RAB13","Homo sapiens","A0A087WWB9","RAB13, member RAS oncogene family","A0A087WWB9_HUMAN","9.8%",8.092959,"True",1,0.627578616142273,0.0258088486730814,1,154.822174072266,77.7366561889648,154.822174072266
"848","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","LRMDA","Homo sapiens","A0A087WWI0","Leucine rich melanocyte differentiation associated","A0A087WWI0_HUMAN","18.6%",46.973083,"False",3,1.73923347945859e-10,3.27225462468385e-16,4,345.062408447266,90.8811187744141,345.062408447266
"849","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","DCAF7","Homo sapiens","A0A087WWI6;A0A8I5KRG1;P61962","DDB1 and CUL4 associated factor 7;DDB1 and CUL4 associated factor 7;DDB1- and CUL4-associated factor 7","A0A087WWI6_HUMAN;A0A8I5KRG1_HUMAN;DCAF7_HUMAN","16%;15.7%;14%",46.949844,"False",4,1.82819773208998e-10,3.57210521384819e-16,4,1172.90222167969,302.635894775391,1172.90222167969
"850","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SDHB","Homo sapiens","A0A087WWT1;A0AAQ5BHC9;P21912","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial","A0A087WWT1_HUMAN;A0AAQ5BHC9_HUMAN;SDHB_HUMAN","32.3%;29.2%;30.7%",43.168854,"False",9,2.70132687774094e-07,8.55273589288363e-11,13,1014.33184814453,392.789184570312,1014.33184814453
"851","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TPM3","Homo sapiens","A0A087WWU8","Tropomyosin 3","A0A087WWU8_HUMAN","47.6%",46.18799,"False",14,9.09017749961549e-10,5.98322145008124e-15,22,23812.068359375,15386.087890625,23812.068359375
"852","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","BCL10","Homo sapiens","A0A087WWW9;O95999","BCL10 immune signaling adaptor;B-cell lymphoma/leukemia 10","A0A087WWW9_HUMAN;BCL10_HUMAN","10.4%;9.9%",8.323283,"False",2,0.618420422077179,0.0251433938309552,2,312.301727294922,102.341148376465,312.301727294922
"853","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ADRM1","Homo sapiens","A0A087WX59;Q16186","ADRM1 26S proteasome ubiquitin receptor;Proteasomal ubiquitin receptor ADRM1","A0A087WX59_HUMAN;ADRM1_HUMAN","6.5%;5.9%",17.772642,"False",2,0.155096977949142,0.00526105345954951,2,214.211410522461,108.940017700195,214.211410522461
"854","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","ST3GAL6","Homo sapiens","A0A087WXB8;Q9Y274","Type 2 lactosamine alpha-2,3-sialyltransferase;Type 2 lactosamine alpha-2,3-sialyltransferase","A0A087WXB8_HUMAN;SIA10_HUMAN","25.8%;29.9%",45.651302,"False",10,2.70889799480756e-09,3.95727962134239e-14,11,1416.20166015625,595.523071289062,1416.20166015625
"855","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFA10","Homo sapiens","A0A087WXC5;A0A7I2V594;A0A7I2YQU0;E7ESZ7;O95299","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial","A0A087WXC5_HUMAN;A0A7I2V594_HUMAN;A0A7I2YQU0_HUMAN;E7ESZ7_HUMAN;NDUAA_HUMAN","30.5%;31.9%;35.2%;29%;31.8%",45.785934,"False",9,2.06606709518553e-09,2.48022700155806e-14,12,1078.92517089844,429.202362060547,1078.92517089844
"856","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FCGBP","Homo sapiens","A0A087WXI2;Q9Y6R7","Fc gamma binding protein;IgGFc-binding protein","A0A087WXI2_HUMAN;FCGBP_HUMAN","8.8%;8.2%",41.96082,"False",16,1.88484591490123e-06,1.9158762755396e-09,20,167.523666381836,170.634780883789,167.523666381836
"857","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","BCAM","Homo sapiens","A0A087WXM8;P50895","Basal cell adhesion molecule (Lutheran blood group);Basal cell adhesion molecule","A0A087WXM8_HUMAN;BCAM_HUMAN","5.1%;4.8%",32.919144,"False",2,0.00370327266864479,0.00015667376501853,2,240.96923828125,81.2722091674805,240.96923828125
"858","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","RMND1","Homo sapiens","A0A087WXU0;A0A2R8Y4J4;A0A804HHW6;A0A804HLE1;Q9NWS8","Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division 1 homolog;Required for meiotic nuclear division protein 1 homolog","A0A087WXU0_HUMAN;A0A2R8Y4J4_HUMAN;A0A804HHW6_HUMAN;A0A804HLE1_HUMAN;RMND1_HUMAN","11.5%;7.2%;6.1%;7.7%;7.1%",29.313051,"False",3,0.0136298416182399,0.000527967324484187,3,261.155639648438,89.8625717163086,261.155639648438
"859","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","VTA1","Homo sapiens","A0A087WY55;Q9NP79","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog","A0A087WY55_HUMAN;VTA1_HUMAN","33.6%;30.6%",47.712692,"False",7,3.45386670652648e-11,1.82947667046807e-17,11,604.150756835938,404.559112548828,604.150756835938
"860","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","AP2M1","Homo sapiens","A0A087WY71;C9JGT8;C9JPV8;E9PFW3;Q96CW1","AP-2 complex subunit mu","A0A087WY71_HUMAN;C9JGT8_HUMAN;C9JPV8_HUMAN;E9PFW3_HUMAN;AP2M1_HUMAN","38%;37.8%;36%;35.9%;37.9%",47.143734,"False",15,1.20370838296857e-10,1.70345678807233e-16,20,1579.02722167969,1041.28796386719,1579.02722167969
"861","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";PRR4;PRR4","Homo sapiens","A0A087WY73;A0A0J9YXF8;Q16378","Uncharacterized protein (Fragment);Proline rich 4;Proline-rich protein 4","A0A087WY73_HUMAN;A0A0J9YXF8_HUMAN;PROL4_HUMAN","12.3%;10.2%;11.2%",42.93526,"True",1,3.99703992570721e-07,1.61678775674784e-10,1,2819.7431640625,956.456115722656,2819.7431640625
"862","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SLC6A6","Homo sapiens","A0A087WY96;P31641","Transporter;Sodium- and chloride-dependent taurine transporter","A0A087WY96_HUMAN;SC6A6_HUMAN","2.5%;2.9%",42.313972,"False",2,1.09159907424328e-06,8.06693357438792e-10,2,328.508239746094,261.220336914062,328.508239746094
"863","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","TAP2","Homo sapiens","A0A087WYD6;A0A8V8TNJ0;Q03519;X5CMH5","ABC-type antigen peptide transporter;ABC-type antigen peptide transporter;Antigen peptide transporter 2;ABC-type antigen peptide transporter","A0A087WYD6_HUMAN;A0A8V8TNJ0_HUMAN;TAP2_HUMAN;X5CMH5_HUMAN","32.5%;32.7%;33.2%;32.4%",53.224983,"False",17,4.01001709231865e-17,1.37227621365936e-28,29,1101.68908691406,409.528594970703,1101.68908691406
"864","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","MAPK8IP3","Homo sapiens","A0A087WYG2;A0A669KB35;E9PFH7;Q9UPT6","Mitogen-activated protein kinase 8 interacting protein 3;Mitogen-activated protein kinase 8 interacting protein 3;Mitogen-activated protein kinase 8 interacting protein 3;C-Jun-amino-terminal kinase-interacting protein 3","A0A087WYG2_HUMAN;A0A669KB35_HUMAN;E9PFH7_HUMAN;JIP3_HUMAN","5.2%;5.2%;5.3%;5.2%",49.178207,"False",5,1.19721582907822e-12,3.95239019589867e-20,5,176.931777954102,57.406551361084,176.931777954102
"865","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SEZ6L2","Homo sapiens","A0A087WYL5;Q6UXD5","Seizure related 6 homolog like 2;Seizure 6-like protein 2","A0A087WYL5_HUMAN;SE6L2_HUMAN","5.7%;5.8%",48.455692,"False",5,6.44511007064086e-12,8.83382045040074e-19,5,244.373001098633,137.563323974609,244.373001098633
"866","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","UGP2","Homo sapiens","A0A087WYS1","UTP--glucose-1-phosphate uridylyltransferase","A0A087WYS1_HUMAN","2.8%",48.732456,"True",1,3.40196404033377e-12,2.72483420602349e-19,1,1404.22741699219,602.595886230469,1404.22741699219
"867","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PTGES3","Homo sapiens","A0A087WYT3;Q15185","Prostaglandin E synthase 3","A0A087WYT3_HUMAN;TEBP_HUMAN","35.4%;36.2%",45.313248,"False",5,5.29954080619177e-09,1.24743026136987e-13,9,5934.89208984375,908.554443359375,5934.89208984375
"868","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","UPF3A","Homo sapiens","A0A087WZ33;Q9H1J1","UPF3A regulator of nonsense mediated mRNA decay;Regulator of nonsense transcripts 3A","A0A087WZ33_HUMAN;REN3A_HUMAN","9.5%;2.1%",13.226584,"True",1,0.403797417879105,0.0127137993238757,1,82.2822875976562,26.273609161377,82.2822875976562
"869","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640",";ALG9;ALG9","Homo sapiens","A0A087WZ62;H0YCW6;Q9H6U8","Mannosyltransferase;Mannosyltransferase (Fragment);Alpha-1,2-mannosyltransferase ALG9","A0A087WZ62_HUMAN;H0YCW6_HUMAN;ALG9_HUMAN","3.6%;14.5%;4.9%",34.09192,"False",2,0.00244274665601552,8.77825124608398e-05,2,214.147445678711,82.3411407470703,214.147445678711
"870","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","FXYD6-FXYD2;FXYD2","Homo sapiens","A0A087WZ82;P54710","FXYD domain-containing ion transport regulator;Sodium/potassium-transporting ATPase subunit gamma","A0A087WZ82_HUMAN;ATNG_HUMAN","9.7%;21.2%",46.747982,"True",1,2.81310280625391e-10,7.67093235777473e-16,1,399.421508789062,243.280120849609,399.421508789062
"871","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","IDH3B","Homo sapiens","A0A087WZN1;O43837","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","A0A087WZN1_HUMAN;IDH3B_HUMAN","30.2%;30.4%",58.562424,"False",10,6.17981958008743e-24,2.32944405831094e-42,17,466.415161132812,213.901184082031,466.415161132812
"872","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","NDUFB6","Homo sapiens","A0A087WZX2;O95139","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6","A0A087WZX2_HUMAN;NDUB6_HUMAN","18.6%;14.1%",30.982525,"False",1,0.00750282686203718,0.000320334481378759,2,207.331741333008,210.698196411133,207.331741333008
"873","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","PTEN","Homo sapiens","A0A087X033;A0A8I5KSF9;A0A8V8TPK6;A0A8V8TQX2;A0AA34QVZ8;A0AAQ5BH13;P60484","Phosphatase and tensin homolog;Phosphatase and tensin homolog;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatase and tensin homolog;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","A0A087X033_HUMAN;A0A8I5KSF9_HUMAN;A0A8V8TPK6_HUMAN;A0A8V8TQX2_HUMAN;A0AA34QVZ8_HUMAN;A0AAQ5BH13_HUMAN;PTEN_HUMAN","7.8%;4.7%;6.2%;7%;7.8%;6.2%;6.7%",39.285923,"False",2,6.34474927210249e-05,4.2273074811202e-07,2,114.999122619629,72.0594024658203,114.999122619629
"874","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CTSH","Homo sapiens","A0A087X0D5;A0A7I2V2L7;A0A7I2V3E8;A0A7I2V4X5;A0A7I2V673;A0A7I2YQ92;A0A7I2YQX6;E9PKT6;P09668","Pro-cathepsin H;Pro-cathepsin H;Cathepsin H;Pro-cathepsin H;Pro-cathepsin H;Cathepsin H;Pro-cathepsin H;Pro-cathepsin H;Pro-cathepsin H","A0A087X0D5_HUMAN;A0A7I2V2L7_HUMAN;A0A7I2V3E8_HUMAN;A0A7I2V4X5_HUMAN;A0A7I2V673_HUMAN;A0A7I2YQ92_HUMAN;A0A7I2YQX6_HUMAN;E9PKT6_HUMAN;CATH_HUMAN","3.6%;4.2%;2.9%;3.5%;5.2%;4.2%;5%;4.4%;3.9%",34.3562,"False",1,0.0022055022418499,7.5500194274039e-05,1,60.9686698913574,33.5446815490723,60.9686698913574
"875","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CHL1","Homo sapiens","A0A087X0M8","Cell adhesion molecule L1 like","A0A087X0M8_HUMAN","30.8%",49.866123,"False",23,2.3038447777117e-13,1.87333518276984e-21,33,714.323120117188,966.653137207031,714.323120117188
"876","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","SNX12","Homo sapiens","A0A087X0R6;Q9UMY4","Sorting nexin 12;Sorting nexin-12","A0A087X0R6_HUMAN;SNX12_HUMAN","22.1%;23.5%",41.03678,"False",4,7.20423986422247e-06,1.54996608899223e-08,4,339.766235351562,290.270874023438,339.766235351562
"877","ABC","20250917_jlb_PAcer_CERES_ABChumPlasma3_300ng_60min_DIApasef_Wat25cmBEH_1",4754,3,"jcl20250102_HomoSapiens_UniProtRefProteome_83401entries_UP000005640","CADM1","Homo sapiens","A0A087X0T8;A0A0A0MTJ8;Q9BY67;X5DQS5","Cell adhesion molecule 1;Cell adhesion molecule 1 (Fragment);Cell adhesion molecule 1;Cell adhesion molecule 1 (Fragment)","A0A087X0T8_HUMAN;A0A0A0MTJ8_HUMAN;CADM1_HUMAN;X5DQS5_HUMAN","32.7%;27.4%;25.6%;25.5%",51.480534,"False",6,4.07032831308755e-15,9.89532223957269e-25,7,1057.80126953125,208.945755004883,1057.80126953125
